SESSION_ID,MEDIA_ID,DICOM_ID,CNT,Time (in secs),TIMETICK(f=10000000),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN,LPMM,LPMMV,RPMM,RPMMV,SACCADE_MAG,SACCADE_DIR,VID_FRAME,X_ORIGINAL,Y_ORIGINAL
38,5,5d9f0c51-16d0bc40-4013c80f-b66e288c-421d82dd,306,4.96545,3.60985E+12,0.5145,0.47413,4.67383,0.29163,10,1,0.50386,0.36341,1,0.25135,0.61969,18.13018,1.04429,1,0.5346,0.60776,16.23124,1.05112,1,0,0,14,3.67066,1,3.57058,1,138.71297,274.0321,0,1355,1448
38,5,5d9f0c51-16d0bc40-4013c80f-b66e288c-421d82dd,331,5.37268,3.60985E+12,0.50739,0.2775,5.03088,0.3418,11,1,0.49548,0.25552,1,0.24802,0.6177,16.9122,1.05794,1,0.53074,0.60307,15.61857,1.05112,1,0,0,14,4.12773,1,3.6842,1,212.79874,93.67809,0,1314,848
38,5,5d9f0c51-16d0bc40-4013c80f-b66e288c-421d82dd,368,5.96875,3.60986E+12,0.45937,0.29412,5.38586,0.58289,12,1,0.42612,0.32161,1,0.24604,0.61795,18.68474,1.05112,1,0.5286,0.60374,17.45175,1.04429,1,0,0,14,3.90289,1,3.66603,1,93.92949,191.0168,0,1039,898
38,5,5d9f0c51-16d0bc40-4013c80f-b66e288c-421d82dd,401,6.50146,3.60986E+12,0.44301,0.30285,5.98523,0.51624,13,1,0.44138,0.36864,1,0.2464,0.61863,18.84753,1.05112,1,0.52847,0.60528,17.77994,1.04429,1,0,0,13,3.79791,1,3.78309,1,32.79563,196.70767,0,945,925
38,5,5d9f0c51-16d0bc40-4013c80f-b66e288c-421d82dd,417,6.76123,3.60987E+12,0.41508,0.43302,6.51758,0.24365,14,1,0.38941,0.48736,1,0.24194,0.62242,20.00405,1.02599,1,0.52356,0.6071,18.51009,1.03281,1,0,0,13,3.80476,1,3.46959,1,150.46411,249.12064,0,785,1323
38,5,5d9f0c51-16d0bc40-4013c80f-b66e288c-421d82dd,436,7.06763,3.60987E+12,0.42933,0.47731,6.77966,0.28796,15,1,0.59834,0.39482,1,0.25076,0.61937,19.35802,1.03064,1,0.53216,0.60608,18.15388,1.02446,1,0,0,13,3.83359,1,3.65499,1,55.10522,299.76901,0,866,1458
38,5,5d9f0c51-16d0bc40-4013c80f-b66e288c-421d82dd,474,7.68286,3.60987E+12,0.60916,0.39304,7.13269,0.55017,16,1,0.49668,0.37204,1,0.24862,0.61866,17.83306,1.05794,1,0.531,0.60621,16.31401,1.05794,1,0,0,13,3.87322,1,3.65448,1,357.06714,14.76686,0,1897,1201
38,5,5d9f0c51-16d0bc40-4013c80f-b66e288c-421d82dd,513,8.31555,3.60988E+12,0.4233,0.31625,7.74756,0.56799,17,1,0.41668,0.29695,1,0.23895,0.61751,19.42682,1.03819,1,0.52092,0.60165,18.54624,1.03136,1,0,0,13,4.40933,1,3.62936,1,366.36136,166.91655,0,832,966
38,5,5d9f0c51-16d0bc40-4013c80f-b66e288c-421d82dd,531,8.60413,3.60988E+12,0.46272,0.31594,8.33008,0.27405,18,1,0.63803,0.36104,1,0.24759,0.61927,21.22454,1.06701,1,0.52893,0.60481,18.01967,1.07459,1,0,0,13,3.98278,1,3.94579,1,75.68714,0.25345,0,1058,965
38,5,5d9f0c51-16d0bc40-4013c80f-b66e288c-421d82dd,551,8.92798,3.60989E+12,0.59719,0.39572,8.66956,0.25842,19,1,0.41339,0.4761,1,0.23985,0.62227,19.35542,1.03064,1,0.5221,0.60713,18.80067,1.03064,1,0,0,13,3.79948,1,3.42537,1,272.18033,341.54477,0,1829,1209
38,5,5d9f0c51-16d0bc40-4013c80f-b66e288c-421d82dd,570,9.23669,3.60989E+12,0.36983,0.50399,8.99353,0.24316,20,1,0.34136,0.50164,1,0.23152,0.6263,19.01652,1.01899,1,0.5146,0.6079,18.16252,1.01899,1,0,0,13,3.69718,1,3.3041,1,451.92093,194.99553,0,525,1540
38,5,5d9f0c51-16d0bc40-4013c80f-b66e288c-421d82dd,589,9.54236,3.60989E+12,0.37912,0.54847,9.25183,0.29053,21,1,0.52719,0.5045,1,0.24132,0.62669,18.38279,1.03064,1,0.52426,0.61072,16.71148,1.03064,1,0,0,13,3.64286,1,3.41997,1,51.24293,290.37012,0,579,1676
38,5,5d9f0c51-16d0bc40-4013c80f-b66e288c-421d82dd,623,10.09216,3.6099E+12,0.63617,0.5573,9.60742,0.48474,22,1,0.66523,0.59746,1,0.24745,0.62824,17.41245,1.04412,1,0.53015,0.61382,15.72582,1.04412,1,0,0,13,3.46703,1,3.42396,1,493.62814,358.89304,0,2052,1703
38,5,5d9f0c51-16d0bc40-4013c80f-b66e288c-421d82dd,641,10.38403,3.6099E+12,0.62615,0.5955,10.10864,0.27539,23,1,0.36393,0.58914,1,0.23641,0.62924,17.8418,1.05111,1,0.51974,0.61267,15.15097,1.04429,1,0,0,13,3.24656,1,3.05767,1,45.52118,244.99954,0,1995,1819
38,5,5d9f0c51-16d0bc40-4013c80f-b66e288c-421d82dd,673,10.90198,3.60991E+12,0.3307,0.6429,10.44873,0.45325,24,1,0.45073,0.54144,1,0.24539,0.6291,16.52115,1.03746,1,0.52736,0.61448,15.22045,1.02446,1,0,0,12,3.40245,1,3.43745,1,569.56915,185.15662,0,301,1964
38,5,5d9f0c51-16d0bc40-4013c80f-b66e288c-421d82dd,713,11.54834,3.60991E+12,0.65356,0.68457,10.96558,0.58276,25,1,0.65352,0.53528,1,0.25248,0.62778,15.38223,1.04412,1,0.53553,0.61567,13.00472,1.04412,1,0,0,12,3.145,1,3.09127,1,621.52264,355.84766,0,2152,2092
38,5,5d9f0c51-16d0bc40-4013c80f-b66e288c-421d82dd,746,12.08154,3.60992E+12,0.58299,0.25258,11.61328,0.46826,26,1,0.57822,0.19325,1,0.24511,0.61992,16.57331,1.05095,1,0.52827,0.60584,16.2231,1.05777,1,0,0,12,4.22394,1,3.84253,1,485.82605,106.19426,0,1747,771
38,5,5d9f0c51-16d0bc40-4013c80f-b66e288c-421d82dd,778,12.59985,3.60992E+12,0.42135,0.22009,12.14697,0.45288,27,1,0.37019,0.33564,1,0.231,0.62743,18.59092,1.03063,1,0.513,0.60995,18.16346,1.03063,1,0,0,12,3.62381,1,3.34574,1,312.32617,173.54933,0,821,672
38,5,5d9f0c51-16d0bc40-4013c80f-b66e288c-421d82dd,800,12.9563,3.60993E+12,0.34446,0.49223,12.66431,0.29199,28,1,0.3794,0.3845,1,0.23108,0.62381,18.21329,1.03063,1,0.51427,0.60733,17.86313,1.03063,1,0,0,12,3.64761,1,3.53555,1,328.90433,243.33005,0,380,1504
38,5,5d9f0c51-16d0bc40-4013c80f-b66e288c-421d82dd,817,13.23059,3.60993E+12,0.39412,0.36643,12.97229,0.2583,29,1,0.42858,0.31746,1,0.23473,0.62217,17.49029,1.06552,1,0.51767,0.60561,16.30639,1.05794,1,0,0,12,3.76679,1,3.50463,1,165.98224,54.93944,0,664,1119
38,5,5d9f0c51-16d0bc40-4013c80f-b66e288c-421d82dd,832,13.47327,3.60993E+12,0.50026,0.33792,13.24878,0.22449,30,1,0.58651,0.36324,1,0.2413,0.62397,18.92035,1.05794,1,0.52444,0.60925,17.68892,1.05111,1,0,0,12,3.67262,1,3.60659,1,206.10181,8.59193,0,1273,1032
38,5,5d9f0c51-16d0bc40-4013c80f-b66e288c-421d82dd,870,14.08716,3.60994E+12,0.59441,0.37838,13.48987,0.59729,31,1,0.44275,0.42922,1,0.23862,0.62536,19.07454,1.04428,1,0.52201,0.60949,18.57023,1.03746,1,0,0,11,3.5396,1,3.47564,1,185.97441,346.41068,0,1813,1156
38,5,5d9f0c51-16d0bc40-4013c80f-b66e288c-421d82dd,893,14.46143,3.60994E+12,0.42405,0.42341,14.15344,0.30798,32,1,0.33733,0.51851,1,0.23202,0.62791,19.08608,1.05794,0,0.51285,0.6086,16.91346,1.05794,1,0,0,11,3.55808,0,3.0652,1,330.6868,188.45686,0,836,1293
38,5,5d9f0c51-16d0bc40-4013c80f-b66e288c-421d82dd,946,15.31946,3.60995E+12,0.40673,0.45593,14.82324,0.49622,33,1,0.59156,0.3911,1,0.23881,0.63237,17.97217,1.03063,1,0.52064,0.60944,16.56516,1.03746,1,0,0,11,3.68925,1,3.5183,1,48.36718,226.56418,0,737,1393
38,5,5d9f0c51-16d0bc40-4013c80f-b66e288c-421d82dd,1006,16.29016,3.60996E+12,0.62487,0.38076,15.38171,0.90845,34,1,0.54129,0.32135,0,0.24396,0.62884,13.59929,1.09249,0,0.5287,0.6088,15.87943,1.08491,0,404,0,11,3.09842,0,3.14843,0,426.62433,10.96988,0,1987,1163
38,5,5d9f0c51-16d0bc40-4013c80f-b66e288c-421d82dd,1054,17.06348,3.60997E+12,0.39236,0.43695,16.74133,0.32214,35,1,0.44246,0.37585,1,0.24645,0.63304,18.64957,1.05111,1,0.52975,0.6187,17.02701,1.05794,1,0,0,12,3.72725,1,3.4927,1,450.52499,187.74121,0,654,1335
38,5,5d9f0c51-16d0bc40-4013c80f-b66e288c-421d82dd,1070,17.32202,3.60997E+12,0.50098,0.38694,17.07983,0.24219,36,1,0.60999,0.38331,1,0.25176,0.63138,18.1698,1.03063,1,0.53551,0.61809,16.39615,1.03063,1,0,0,12,3.60224,1,3.46274,1,215.43089,14.51957,0,1277,1182
38,5,5d9f0c51-16d0bc40-4013c80f-b66e288c-421d82dd,1094,17.71021,3.60998E+12,0.61075,0.40519,17.3385,0.3717,37,1,0.65377,0.40373,1,0.25086,0.6332,18.08548,1.03746,1,0.53471,0.62019,16.21722,1.04428,1,0,0,12,3.62109,1,3.68738,1,211.67799,354.65729,0,1906,1238
38,5,5d9f0c51-16d0bc40-4013c80f-b66e288c-421d82dd,1117,18.08289,3.60998E+12,0.48771,0.40582,17.72839,0.35449,38,1,0.41791,0.4546,1,0.24141,0.63707,18.13514,1.05769,1,0.52534,0.62175,16.51014,1.05086,1,0,0,12,3.40528,1,3.247,1,236.23779,180.16502,0,1201,1240
38,5,5d9f0c51-16d0bc40-4013c80f-b66e288c-421d82dd,1145,18.53674,3.60998E+12,0.37816,0.59444,18.14783,0.38892,39,1,0.40237,0.81583,1,0.23841,0.63727,15.49146,1.05793,0,0.52338,0.62032,12.45418,1.05793,1,0,0,12,2.77888,0,2.73824,1,292.81192,224.08311,0,573,1816
38,5,5d9f0c51-16d0bc40-4013c80f-b66e288c-421d82dd,1181,19.1178,3.60999E+12,0.65178,0.38534,18.89172,0.22607,40,1,0.70305,0.24064,1,0.26879,0.62827,16.88686,1.0646,1,0.54895,0.6167,15.44399,1.05777,1,0,0,13,3.98336,1,4.06391,1,571.83154,23.26101,0,2142,1177
38,5,5d9f0c51-16d0bc40-4013c80f-b66e288c-421d82dd,1201,19.44104,3.60999E+12,0.66531,0.24015,19.18384,0.2572,41,1,0.53135,0.1756,1,0.25539,0.62844,16.65184,1.07386,1,0.5369,0.61413,15.3766,1.08827,1,0,0,13,3.96105,1,4.0091,1,158.94247,80.59335,0,2219,733
38,5,5d9f0c51-16d0bc40-4013c80f-b66e288c-421d82dd,1228,19.88013,3.61E+12,0.5074,0.18271,19.50574,0.37439,42,1,0.43319,0.13437,1,0.24105,0.63001,16.68044,1.05086,1,0.52219,0.61216,16.35741,1.06527,1,0,0,13,4.03155,1,3.57073,1,309.46875,168.43633,0,1314,558
38,5,5d9f0c51-16d0bc40-4013c80f-b66e288c-421d82dd,1245,20.1532,3.61E+12,0.40196,0.3122,19.94373,0.20947,43,1,0.48804,0.62456,1,0.24452,0.63714,18.75143,1.04428,1,0.52634,0.62001,16.75203,1.03746,1,0,0,13,3.40515,1,3.17285,1,246.0522,214.6368,0,709,954
38,5,5d9f0c51-16d0bc40-4013c80f-b66e288c-421d82dd,1256,20.33081,3.61E+12,0.48554,0.62614,20.21802,0.11279,44,1,0.48774,0.61705,1,0.24527,0.637,18.94764,1.03891,1,0.52815,0.6201,17.11085,1.03208,1,0,0,13,3.35969,1,3.08713,1,375.11359,295.32803,0,1189,1913
